InteractionID	REL_ENT	REG_DIR	INDIRECT	PASSIVE	NEGATED	SENTENCE
miRNA-corp.d182.s8.p3	NA	NA	FALSE	FALSE	FALSE	These findings suggested that <e2>bcl2</e2> is an important functional target for miR-34a, and the abnormal expression of <e1>miR-34a</e1> may contribute to the pathogenesis of Alzheimer's disease, at least in part by affecting the expression of bcl2.
miRNA-corp.d182.s8.p5	MIR_GENE	NEU	FALSE	FALSE	FALSE	These findings suggested that bcl2 is an important functional target for miR-34a, and the abnormal expression of <e1>miR-34a</e1> may contribute to the pathogenesis of Alzheimer's disease, at least in part by affecting the expression of <e2>bcl2</e2>.
miRNA-corp.d186.s5.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	<e1>miR-133b</e1> regulates the maturation and function of midbrain DNs within a negative feedback circuit that includes the paired-like homeodomain transcription factor <e2>Pitx3</e2>.
miRNA-corp.d187.s4.p0	MIR_GENE	DOWN	FALSE	TRUE	FALSE	Drosophila <e2>e2f1</e2> and dp messenger RNAs are translationally repressed by <e1>let-7</e1> and miR-184*, respectively.
miRNA-corp.d187.s4.p1	MIR_GENE	DOWN	FALSE	TRUE	FALSE	Drosophila <e2>e2f1</e2> and dp messenger RNAs are translationally repressed by let-7 and <e1>miR-184</e1>*, respectively.
miRNA-corp.d187.s6.p0	NA	NA	FALSE	FALSE	FALSE	Genetic deletion of <e1>let-7</e1>, antagomir-mediated blockage of let-7 and miR-184* action, transgenic expression of dp target protector, or replacement of endogenous dp with a dp transgene non-responsive to let-7 each had toxic effects similar to those of pathogenic <e2>LRRK2</e2>.
miRNA-corp.d187.s6.p1	NA	NA	FALSE	FALSE	FALSE	Genetic deletion of let-7, antagomir-mediated blockage of <e1>let-7</e1> and miR-184* action, transgenic expression of dp target protector, or replacement of endogenous dp with a dp transgene non-responsive to let-7 each had toxic effects similar to those of pathogenic <e2>LRRK2</e2>.
miRNA-corp.d187.s6.p2	NA	NA	FALSE	FALSE	FALSE	Genetic deletion of let-7, antagomir-mediated blockage of let-7 and <e1>miR-184</e1>* action, transgenic expression of dp target protector, or replacement of endogenous dp with a dp transgene non-responsive to let-7 each had toxic effects similar to those of pathogenic <e2>LRRK2</e2>.
miRNA-corp.d187.s6.p3	NA	NA	FALSE	FALSE	FALSE	Genetic deletion of let-7, antagomir-mediated blockage of let-7 and miR-184* action, transgenic expression of dp target protector, or replacement of endogenous dp with a dp transgene non-responsive to <e1>let-7</e1> each had toxic effects similar to those of pathogenic <e2>LRRK2</e2>.
miRNA-corp.d187.s7.p0	MIR_GENE	UP	FALSE	FALSE	FALSE	Conversely, increasing the level of let-7 or <e1>miR-184</e1>* attenuated pathogenic <e2>LRRK2</e2> effects.
miRNA-corp.d187.s7.p1	MIR_GENE	UP	FALSE	FALSE	FALSE	Conversely, increasing the level of <e1>let-7</e1> or miR-184* attenuated pathogenic <e2>LRRK2</e2> effects.
miRNA-corp.d193.s1.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	RESULT; <e2>EiF4E3</e2> was the most likely potential targeting protein of <e1>microRNA-338</e1>.
miRNA-corp.d193.s6.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	[Interaction of <e1>microRNA-338</e1> and its potential targeting protein <e2>eiF4E3</e2>].
miRNA-corp.d193.s8.p0	MIR_GENE	TARGET	TRUE	FALSE	FALSE	The secondary structure of local region of <e2>eiF4E3</e2> recognizing <e1>microRNA-338</e1> was conservative.
miRNA-corp.d193.s10.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	CONCLUSION; <e1>MicroRNA-338</e1> can recognize the 3'UTR of <e2>eiF4E3</e2> while it has no significant effect on the expression of eiF4E3.
miRNA-corp.d193.s10.p1	NA	NA	FALSE	FALSE	FALSE	CONCLUSION; <e1>MicroRNA-338</e1> can recognize the 3'UTR of eiF4E3 while it has no significant effect on the expression of <e2>eiF4E3</e2>.
miRNA-corp.d195.s0.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	The <e2>PTEN</e2>-regulating microRNA <e1>miR-26a</e1> is amplified in high-grade glioma and facilitates gliomagenesis in vivo.
miRNA-corp.d195.s4.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Here we report the identification <e1>miR-26a</e1> as a direct regulator of <e2>PTEN</e2> expression.
miRNA-corp.d195.s5.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	We also show that <e1>miR-26a</e1> is frequently amplified at the DNA level in human glioma, most often in association with monoallelic <e2>PTEN</e2> loss.
miRNA-corp.d195.s6.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Finally, we demonstrate that <e1>miR-26a</e1>-mediated <e2>PTEN</e2> repression in a murine glioma model both enhances de novo tumor formation and precludes loss of heterozygosity and the PTEN locus.
miRNA-corp.d195.s6.p2	NA	NA	FALSE	FALSE	FALSE	Finally, we demonstrate that <e1>miR-26a</e1>-mediated PTEN repression in a murine glioma model both enhances de novo tumor formation and precludes loss of heterozygosity and the <e2>PTEN</e2> locus.
